Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),Ages 15-39,2015,0.15,0.1269,0.176,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,2016,0.1186,0.0984,0.1416,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2000,3.4194,3.2964,3.5459,2000-2009,-1.826,-2.2751,-1.3748,Trend is Falling,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2001,3.4205,3.2993,3.545,2009-2016,0.5707,-0.0568,1.202,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2002,3.3866,3.2682,3.5081,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2003,3.3522,3.2364,3.4711,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2004,3.255,3.1426,3.3705,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2005,3.2089,3.0991,3.3216,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2006,3.0341,2.9285,3.1424,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2007,3.109,3.0038,3.2169,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2008,3.0108,2.9083,3.116,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2009,2.8387,2.7406,2.9395,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2010,3.0321,2.9317,3.1351,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2011,3.0184,2.9192,3.1201,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2012,3.0739,2.9738,3.1767,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2013,2.9742,2.8761,3.0748,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2014,3.025,2.9267,3.1259,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2015,3.0016,2.9045,3.1012,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 40-64,2016,3.1078,3.0089,3.2093,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2000,10.6548,10.1881,11.1373,2000-2011,-1.3481,-1.6333,-1.062,Trend is Falling,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2001,10.403,9.9419,10.88,2011-2016,1.6551,0.7922,2.5254,Trend is Rising,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2002,10.3388,9.8788,10.8147,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2003,10.1417,9.6875,10.6116,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2004,10.0721,9.6208,10.539,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2005,9.7543,9.3125,10.2117,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2006,9.5051,9.0719,9.9537,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2007,9.7742,9.3401,10.2234,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2008,9.5419,9.1202,9.978,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2009,9.1977,8.7898,9.6196,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2010,9.2523,8.8496,9.6687,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2011,9.2671,8.8691,9.6783,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2012,9.3933,9.0044,9.7948,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2013,9.2235,8.8483,9.6106,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2014,9.4679,9.0954,9.8517,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2015,9.7276,9.3581,10.1079,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65-74,2016,9.978,9.6099,10.3566,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2000,14.6894,14.1135,15.2829,2000-2013,-0.3035,-0.6611,0.0553,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2001,15.3806,14.795,15.9833,2013-2016,2.9879,-0.2123,6.2908,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2002,15.0448,14.4694,15.6373,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2003,14.792,14.2253,15.3754,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2004,15.0444,14.4763,15.6291,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2005,14.1944,13.6469,14.7583,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2006,14.5237,13.9722,15.0913,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2007,14.6442,14.0936,15.2108,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2008,14.1655,13.627,14.7197,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2009,14.0997,13.5641,14.651,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2010,14.6229,14.0816,15.1797,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2011,14.8147,14.2723,15.3725,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2012,14.6378,14.1026,15.1881,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2013,14.1007,13.5792,14.6371,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2014,15.1183,14.5835,15.6675,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2015,15.2404,14.7098,15.7853,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 75+,2016,15.5674,15.036,16.1129,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2000,-,-,-,2000-2016,-,-,-,-,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2001,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2002,0.028,0.0178,0.0421,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2003,0.0282,0.0178,0.0423,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2004,0.0204,0.0119,0.0327,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2005,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2006,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2007,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2008,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2009,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2010,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2011,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2012,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2013,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2014,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2015,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 20,2016,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2000,2.5233,1.624,3.7137,2000-2016,-0.5007,-2.115,1.1403,Stable,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2001,2.638,1.6981,3.8738,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2002,2.4183,1.5659,3.5438,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2003,2.4444,1.501,3.6997,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2004,2.4337,1.5546,3.5906,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2005,2.2392,1.4176,3.3269,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2006,2.8776,1.9109,4.1153,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2007,2.4873,1.6013,3.6391,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2008,2.0015,1.2558,2.9908,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2009,1.6961,1.0524,2.562,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2010,2.4601,1.6751,3.4598,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2011,2.5001,1.733,3.4698,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2012,2.1846,1.5037,3.0536,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2013,1.4293,0.8721,2.184,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2014,2.294,1.5694,3.2124,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2015,2.3627,1.6603,3.244,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2016,2.7148,1.9953,3.5984,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2000,-,-,-,2000-2016,-,-,-,-,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2001,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2002,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2003,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2004,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2005,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2006,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2007,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2008,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2009,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2010,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2011,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2012,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2013,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2014,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2015,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2016,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2000,-,-,-,2000-2016,-,-,-,-,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2001,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2002,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2003,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2004,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2005,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2006,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2007,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2008,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2009,-,-,-,,,,,,Oral Cavity & Pharynx
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2010,5.3644,3.1247,8.59,,,,,,Oral Cavity & Pharynx
