Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),Ages < 50,2016,0.4989,0.4683,0.5309,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2000,7.5932,7.3323,7.8609,2000-2012,5.3697,5.1174,5.6226,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2001,7.8519,7.5911,8.1195,2012-2016,-0.2729,-1.22,0.6833,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2002,8.3768,8.1126,8.6474,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2003,8.8434,8.577,9.116,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2004,9.3748,9.1056,9.65,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2005,10.072,9.7978,10.3518,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2006,10.4201,10.1463,10.6993,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2007,10.7679,10.4947,11.0464,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2008,11.5297,11.2512,11.8133,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2009,12.2549,11.9722,12.5427,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2010,12.5358,12.2548,12.8216,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2011,13.523,13.2354,13.8152,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2012,14.0765,13.7852,14.3724,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2013,14.2039,13.9143,14.498,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2014,14.2231,13.9353,14.5155,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2015,14.2027,13.9171,14.4928,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,2016,13.8693,13.5889,14.1541,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2000,23.9213,23.412,24.439,2000-2003,2.1814,1.2474,3.1241,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2001,24.31,23.7985,24.8297,2003-2007,0.9437,0.0633,1.8318,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2002,25.0463,24.5289,25.5718,2007-2016,2.6266,2.4846,2.7688,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2003,25.4703,24.9509,25.9978,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2004,25.6259,25.1072,26.1526,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2005,26.0786,25.558,26.6071,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2006,26.2239,25.7052,26.7505,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2007,26.2194,25.7043,26.7423,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2008,27.2419,26.7212,27.7702,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2009,27.87,27.3474,28.4,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2010,28.6862,28.1611,29.2185,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2011,29.2453,28.7198,29.778,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2012,30.3291,29.8027,30.8625,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2013,31.1606,30.6349,31.693,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2014,31.5989,31.0774,32.1268,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2015,32.4035,31.8835,32.9299,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,2016,33.4104,32.8889,33.9381,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2000,0.075,0.0547,0.1004,2000-2016,-1.1986,-2.7223,0.3489,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2001,0.0631,0.0446,0.0865,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2002,0.081,0.0599,0.1071,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2003,0.0707,0.0512,0.0952,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2004,0.064,0.0455,0.0875,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2005,0.0736,0.0537,0.0985,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2006,0.0542,0.0373,0.0761,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2007,0.0819,0.0608,0.108,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2008,0.0619,0.0438,0.085,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2009,0.0582,0.0407,0.0806,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2010,0.0697,0.0504,0.0939,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2011,0.0661,0.0474,0.0897,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2012,0.052,0.0356,0.0734,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2013,0.0538,0.037,0.0755,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2014,0.0506,0.0344,0.0718,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2015,0.0572,0.0399,0.0796,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,2016,0.0782,0.0576,0.1037,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2000,0.2262,0.1978,0.2574,2000-2016,-0.2162,-0.8999,0.4722,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2001,0.2409,0.2114,0.2733,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2002,0.2561,0.2256,0.2895,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2003,0.2411,0.2114,0.2738,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2004,0.2396,0.2099,0.2723,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2005,0.2251,0.1962,0.2569,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2006,0.2261,0.1972,0.258,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2007,0.2444,0.2144,0.2775,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2008,0.2223,0.1937,0.2537,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2009,0.2183,0.1899,0.2497,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2010,0.2171,0.1887,0.2484,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2011,0.2341,0.2045,0.2667,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2012,0.2235,0.1947,0.2553,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2013,0.2453,0.2151,0.2784,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2014,0.1956,0.1688,0.2253,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2015,0.2368,0.2076,0.2689,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,2016,0.2535,0.2232,0.2867,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2000,4.9953,4.8463,5.1476,2000-2012,4.0451,3.7812,4.3097,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2001,5.0972,4.9491,5.2487,2012-2016,-0.5531,-1.6203,0.5257,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2002,5.2918,5.1434,5.4433,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2003,5.5855,5.4356,5.7385,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2004,5.8829,5.7315,6.0373,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2005,6.1738,6.0211,6.3294,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2006,6.2186,6.0679,6.3722,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2007,6.4323,6.2811,6.5862,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2008,6.6991,6.547,6.8539,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2009,7.1314,6.9763,7.2892,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2010,7.2085,7.0549,7.3646,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2011,7.6757,7.5194,7.8346,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2012,7.9524,7.7941,8.1133,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2013,8.0044,7.8468,8.1646,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2014,7.9171,7.7613,8.0753,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2015,7.908,7.7531,8.0654,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 40-64,2016,7.6797,7.5281,7.8339,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2000,18.702,18.0821,19.3377,2000-2008,1.0727,0.5563,1.5917,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2001,18.7182,18.0978,19.3544,2008-2016,3.7271,3.3064,4.1494,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2002,19.504,18.8703,20.1535,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2003,19.7066,19.0705,20.3585,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2004,19.8059,19.1697,20.4578,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2005,20.0405,19.4031,20.6935,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2006,20.1487,19.5144,20.7983,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2007,19.9697,19.3448,20.6097,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2008,20.3044,19.6853,20.9379,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2009,21.3017,20.6786,21.9388,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2010,22.3516,21.721,22.9959,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2011,22.5006,21.8769,23.1375,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2012,24.2265,23.5977,24.8678,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2013,24.9066,24.2865,25.5386,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2014,25.2048,24.5959,25.8249,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2015,26.5534,25.9422,27.1754,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65-74,2016,27.4712,26.8596,28.0932,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2000,29.6324,28.8121,30.47,2000-2016,1.8358,1.7427,1.9291,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2001,30.4287,29.6031,31.2716,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2002,31.1108,30.2813,31.9572,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2003,31.777,30.944,32.6267,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2004,31.9943,31.1633,32.8418,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2005,32.6856,31.8506,33.5368,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2006,32.8716,32.0387,33.7205,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2007,33.058,32.2264,33.9055,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2008,34.8331,33.9812,35.7009,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2009,35.057,34.2037,35.9262,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2010,35.6175,34.764,36.4866,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2011,36.6255,35.7646,37.5018,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2012,37.0067,36.1476,37.881,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2013,38.0038,37.1392,38.8832,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2014,38.5954,37.7325,39.473,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2015,38.8048,37.9475,39.6766,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 75+,2016,39.9093,39.0484,40.7842,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2000,0.0747,0.057,0.0962,2000-2014,-2.2369,-3.6369,-0.8166,Trend is Falling,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2001,0.0644,0.0481,0.0845,2014-2016,17.2562,-13.1405,58.2903,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2002,0.0728,0.0554,0.0939,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2003,0.065,0.0487,0.085,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2004,0.067,0.0504,0.0872,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2005,0.0645,0.0483,0.0843,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2006,0.0544,0.0396,0.0728,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2007,0.0761,0.0585,0.0974,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2008,0.0645,0.0484,0.0842,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2009,0.0617,0.0461,0.0809,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2010,0.0659,0.0496,0.0858,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2011,0.0634,0.0475,0.083,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2012,0.053,0.0385,0.0712,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2013,0.0497,0.0357,0.0675,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2014,0.0474,0.0337,0.0648,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2015,0.0571,0.042,0.076,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 20,2016,0.0764,0.0587,0.0977,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2000,7.9557,6.1039,10.1373,2000-2016,1.8342,0.6578,3.0243,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2001,9.3194,7.3593,11.5925,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2002,7.6945,5.9041,9.8014,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2003,6.6985,5.1348,8.5483,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2004,11.5577,9.3864,14.028,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2005,8.2297,6.5216,10.2086,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2006,8.4408,6.7518,10.3878,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2007,9.2554,7.4749,11.2925,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2008,8.9234,7.2263,10.8636,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2009,8.4691,6.8935,10.2689,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2010,10.4302,8.6565,12.4282,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2011,9.3285,7.7304,11.1343,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2012,10.6547,8.9972,12.5081,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2013,11.1637,9.5071,13.0075,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2014,9.9556,8.4098,11.6846,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2015,10.9132,9.3396,12.6606,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2016,10.5529,9.0375,12.2358,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2000,-,-,-,2000-2016,-,-,-,-,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2001,-,-,-,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2002,-,-,-,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2003,-,-,-,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2004,-,-,-,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2005,-,-,-,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2006,-,-,-,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2007,-,-,-,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2008,-,-,-,,,,,,Liver & Intrahepatic Bile Duct
