Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Female,All Races (includes Hispanic),Ages 75+,2014,28.4864,27.5222,29.4754,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages 75+,2015,29.4372,28.4627,30.4363,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages 75+,2016,30.3145,29.3343,31.319,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2000,-,-,-,2000-2016,-,-,-,-,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2001,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2002,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2003,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2004,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2005,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2006,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2007,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2008,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2009,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2010,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2011,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2012,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2013,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2014,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2015,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,All Races (includes Hispanic),Ages < 20,2016,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2000,-,-,-,2000-2016,-,-,-,-,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2001,3.9906,2.4212,6.1128,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2002,4.7978,3.0958,7.0272,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2003,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2004,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2005,3.4593,2.065,5.3548,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2006,3.0294,1.8005,4.7179,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2007,4.0174,2.5701,5.919,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2008,2.8182,1.6827,4.3773,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2009,2.0076,1.1068,3.3073,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2010,3.7909,2.4658,5.519,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2011,3.9986,2.6789,5.6978,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2012,4.4905,3.1237,6.2167,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2013,3.0599,1.9669,4.5054,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2014,3.2136,2.1312,4.6267,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2015,3.0881,2.0651,4.4234,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),All Ages,2016,3.8235,2.7089,5.233,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2000,-,-,-,2000-2016,-,-,-,-,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2001,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2002,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2003,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2004,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2005,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2006,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2007,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2008,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2009,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2010,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2011,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2012,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2013,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2014,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2015,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,2016,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2000,-,-,-,2000-2016,-,-,-,-,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2001,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2002,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2003,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2004,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2005,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2006,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2007,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2008,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2009,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2010,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2011,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2012,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2013,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2014,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2015,-,-,-,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2016,9.0726,5.3594,14.3783,,,,,,"Corpus & Uterus, NOS"
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,2000,-,-,-,2000-2016,-,-,-,-,"Corpus & Uterus, NOS"
