Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2013,0.9483,0.5318,1.5508,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2014,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2015,1.072,0.6276,1.6993,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2016,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2000,-,-,-,2000-2016,-,-,-,-,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2001,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2002,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2003,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2004,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2005,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2006,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2007,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2008,5.688,3.2495,9.2326,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2009,-,-,-,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2010,5.7055,3.3811,9.0161,,,,,,Brain and Other Nervous System
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2011,-,-,-,,,,,,Brain and Other Nervous System
