Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),Ages <15,2001,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2002,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2003,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2004,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2005,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2006,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2007,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2008,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2009,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2010,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2011,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2012,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2013,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2014,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2015,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,2016,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2000,0.4549,0.4143,0.4983,2000-2016,-2.5002,-3.4095,-1.5823,Trend is Falling,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2001,0.4373,0.3974,0.4802,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2002,0.4556,0.4146,0.4996,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2003,0.4235,0.3838,0.4662,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2004,0.4369,0.3964,0.4804,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2005,0.4444,0.4036,0.4882,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2006,0.4364,0.3958,0.48,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2007,0.3722,0.3349,0.4124,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2008,0.3863,0.3483,0.4272,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2009,0.4428,0.4019,0.4866,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2010,0.3842,0.3462,0.4252,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2011,0.3449,0.3087,0.3841,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2012,0.3309,0.2955,0.3693,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2013,0.3858,0.3476,0.427,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2014,0.3646,0.3277,0.4045,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2015,0.2786,0.2467,0.3134,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,2016,0.2675,0.2367,0.3012,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2000,3.3984,3.2757,3.5245,2000-2013,-1.6575,-2.0368,-1.2768,Trend is Falling,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2001,3.3639,3.2436,3.4875,2013-2016,-7.945,-11.5456,-4.1978,Trend is Falling,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2002,3.1682,3.0533,3.2863,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2003,3.3072,3.1916,3.4259,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2004,3.1461,3.035,3.2602,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2005,3.135,3.0255,3.2474,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2006,3.058,2.9511,3.1677,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2007,3.066,2.9603,3.1746,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2008,2.8819,2.7805,2.9861,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2009,3.0771,2.9728,3.1841,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2010,2.9265,2.826,3.0297,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2011,2.7864,2.6888,2.8867,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2012,2.75,2.6533,2.8495,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2013,2.659,2.5637,2.7569,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2014,2.5456,2.4532,2.6407,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2015,2.357,2.2673,2.4494,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 40-64,2016,2.0965,2.0121,2.1835,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2000,8.9028,8.4767,9.3448,2000-2011,0.5,-0.21,1.2151,Stable,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2001,9.1909,8.7578,9.6399,2011-2016,-4.2998,-6.3955,-2.1572,Trend is Falling,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2002,8.7995,8.3756,9.2393,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2003,8.6474,8.2278,9.0829,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2004,9.2181,8.7861,9.6659,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2005,9.3276,8.8949,9.776,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2006,9.3489,8.9188,9.7944,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2007,8.9175,8.5018,9.3481,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2008,9.3625,8.9441,9.7954,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2009,9.2734,8.8641,9.6966,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2010,9.6035,9.1911,10.0295,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2011,9.1971,8.7993,9.6083,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2012,8.7099,8.3339,9.0985,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2013,8.6169,8.2524,8.9934,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2014,8.6639,8.3066,9.0325,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2015,8.1287,7.7884,8.48,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65-74,2016,7.1632,6.8508,7.4862,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2000,14.5472,13.9741,15.1377,2000-2013,2.1848,1.815,2.5559,Trend is Rising,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2001,14.5596,13.9901,15.1463,2013-2016,-5.9244,-8.8717,-2.8817,Trend is Falling,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2002,14.9703,14.3966,15.561,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2003,15.5562,14.9752,16.154,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2004,15.7341,15.153,16.3317,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2005,17.0414,16.4401,17.6589,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2006,17.1178,16.52,17.7317,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2007,17.0553,16.4615,17.6651,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2008,17.4591,16.8602,18.0737,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2009,18.3456,17.7338,18.9731,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2010,17.9132,17.3127,18.5292,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2011,18.4777,17.8711,19.0995,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2012,18.7342,18.1301,19.3534,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2013,19.0282,18.423,19.6481,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2014,18.1242,17.5399,18.723,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2015,17.4807,16.9134,18.0623,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 75+,2016,15.9496,15.4143,16.4988,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2000,-,-,-,2000-2016,-,-,-,-,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2001,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2002,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2003,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2004,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2005,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2006,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2007,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2008,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2009,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2010,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2011,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2012,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2013,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2014,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2015,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 20,2016,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2000,-,-,-,2000-2016,-,-,-,-,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2001,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2002,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2003,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2004,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2005,1.1864,0.6604,1.9524,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2006,1.6229,0.8914,2.6483,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2007,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2008,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2009,1.1261,0.6181,1.8577,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2010,0.9912,0.5373,1.6537,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2011,1.24,0.6968,2.0039,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2012,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2013,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2014,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2015,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,2016,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2000,-,-,-,2000-2016,-,-,-,-,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2001,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2002,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2003,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2004,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2005,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2006,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2007,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2008,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2009,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2010,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2011,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2012,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2013,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2014,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2015,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2016,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2000,-,-,-,2000-2016,-,-,-,-,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2001,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2002,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2003,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2004,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2005,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2006,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2007,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2008,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2009,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2010,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2011,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2012,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2013,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2014,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2015,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2016,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2000,-,-,-,2000-2016,-,-,-,-,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2001,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2002,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2003,-,-,-,,,,,,Melanoma of the Skin
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2004,-,-,-,,,,,,Melanoma of the Skin
