Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),All Ages,Observed Rates,2015,9.0354,8.8759,9.1972,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Observed Rates,2016,8.5864,8.4323,8.7427,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2000,5.837,5.6884,5.9884,2000-2002,1.9242,-3.8246,8.0166,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2001,5.9908,5.8415,6.143,2002-2007,4.7389,3.0133,6.4934,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2002,6.0628,5.9138,6.2146,2007-2014,2.5881,1.8197,3.3624,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2003,6.2715,6.1213,6.4244,2014-2016,-0.7127,-4.6967,3.4378,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2004,6.7245,6.5702,6.8815,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2005,7.1177,6.9585,7.2795,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2006,7.2571,7.0994,7.4175,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2007,7.63,7.4697,7.7928,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2008,7.8839,7.7225,8.0479,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2009,8.1755,8.013,8.3404,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2010,8.1633,8.0025,8.3266,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2011,8.3797,8.2185,8.5433,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2012,8.7514,8.5883,8.9169,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2013,8.8767,8.7144,9.0413,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2014,9.1858,9.0222,9.3517,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2015,9.2098,9.0471,9.3747,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2016,8.9747,8.8136,9.138,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2000,1.1324,1.0579,1.2107,2000-2005,1.8545,-0.6447,4.4166,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2001,1.198,1.122,1.2778,2005-2016,-2.623,-3.3913,-1.8485,Trend is Falling,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2002,1.0776,1.006,1.1529,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2003,1.2227,1.1469,1.3023,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2004,1.1831,1.1086,1.2613,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2005,1.2668,1.1891,1.3484,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2006,1.1951,1.1201,1.2737,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2007,1.1933,1.1184,1.2719,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2008,1.099,1.0271,1.1747,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2009,1.1636,1.0896,1.2414,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2010,1.0681,0.9969,1.1431,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2011,1.0323,0.9618,1.1065,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2012,1.0463,0.9752,1.1213,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2013,0.9628,0.8942,1.0353,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2014,0.9607,0.8919,1.0333,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2015,0.9791,0.9093,1.0527,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2016,0.9207,0.8532,0.992,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,1.1324,1.0579,1.2107,2000-2005,1.7408,-0.7937,4.3401,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,1.198,1.122,1.2778,2005-2016,-2.3737,-3.1559,-1.5851,Trend is Falling,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,1.0776,1.006,1.1529,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,1.2227,1.1469,1.3023,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,1.1831,1.1086,1.2613,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,1.2668,1.1891,1.3484,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,1.1951,1.1201,1.2737,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,1.1933,1.1184,1.2719,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,1.1011,1.029,1.177,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,1.1681,1.0938,1.2462,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,1.0742,1.0027,1.1496,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,1.04,0.9691,1.1148,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,1.0562,0.9844,1.1318,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,0.974,0.9045,1.0473,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,0.9751,0.9053,1.0488,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,1.0012,0.9299,1.0765,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,0.9579,0.8877,1.032,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2000,11.5645,11.0326,12.1154,2000-2008,7.8679,6.8905,8.8541,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2001,12.0856,11.5505,12.6391,2008-2014,2.6056,1.2367,3.9929,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2002,12.4312,11.8997,12.9805,2014-2016,-7.0578,-12.3407,-1.4565,Trend is Falling,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2003,13.5327,12.9875,14.0949,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2004,15.4438,14.8713,16.0326,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2005,16.5047,15.9163,17.1092,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2006,18.0214,17.423,18.6351,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2007,19.0767,18.4718,19.6964,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2008,19.9767,19.3665,20.6012,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2009,21.2744,20.6545,21.9082,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2010,21.216,20.6078,21.8377,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2011,22.384,21.7675,23.0135,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2012,23.0739,22.4542,23.7065,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2013,23.1842,22.5682,23.8129,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2014,23.7119,23.0944,24.342,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2015,22.2958,21.7015,22.9024,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2016,20.627,20.0584,21.2079,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,11.5645,11.0326,12.1154,2000-2008,7.8852,6.9074,8.8719,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,12.0856,11.5505,12.6391,2008-2014,2.7416,1.3705,4.1312,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,12.4312,11.8997,12.9805,2014-2016,-5.523,-10.8953,0.1733,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,13.5327,12.9875,14.0949,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,15.4438,14.8713,16.0326,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,16.5047,15.9163,17.1092,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,18.0214,17.423,18.6351,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,19.0767,18.4718,19.6964,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,20.0017,19.3907,20.627,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,21.3278,20.7063,21.9632,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,21.2953,20.6848,21.9192,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,22.4967,21.8771,23.1294,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2012,23.218,22.5944,23.8545,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2013,23.357,22.7363,23.9903,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2014,23.9886,23.3638,24.626,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2015,22.7185,22.1129,23.3365,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2016,21.5756,20.9807,22.1831,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2000,25.9782,25.0892,26.8906,2000-2016,2.8007,2.5685,3.0334,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2001,26.2014,25.3115,27.1146,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2002,27.0502,26.1479,27.9755,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2003,26.5635,25.6724,27.4775,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2004,28.1073,27.1928,29.0446,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2005,29.4796,28.5373,30.4449,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2006,29.1944,28.2678,30.1433,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2007,30.9025,29.9554,31.8718,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2008,32.3009,31.341,33.2825,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2009,32.6087,31.6539,33.5847,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2010,33.0452,32.0921,34.0192,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2011,33.4853,32.5356,34.4554,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2012,35.4206,34.458,36.4031,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2013,36.6634,35.7022,37.6439,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2014,38.1853,37.2193,39.17,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2015,39.4298,38.4671,40.4105,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2016,38.1913,37.2572,39.1428,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2000,25.9782,25.0892,26.8906,2000-2016,2.9885,2.7726,3.205,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2001,26.2014,25.3115,27.1146,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2002,27.0502,26.1479,27.9755,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2003,26.5635,25.6724,27.4775,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2004,28.1073,27.1928,29.0446,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2005,29.4796,28.5373,30.4449,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2006,29.1944,28.2678,30.1433,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2007,30.9025,29.9554,31.8718,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2008,32.3416,31.3806,33.3245,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2009,32.6916,31.7344,33.6701,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2010,33.1713,32.2146,34.1491,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2011,33.6537,32.6993,34.6287,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2012,35.6467,34.678,36.6354,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2013,36.9436,35.9751,37.9316,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2014,38.6332,37.6559,39.6294,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2015,40.1806,39.1996,41.18,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2016,39.9248,38.9482,40.9195,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2000,0.2975,0.231,0.3771,2000-2016,2.1585,1.0928,3.2353,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2001,0.2735,0.2101,0.3499,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2002,0.1956,0.1427,0.2617,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2003,0.3245,0.2553,0.4069,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2004,0.3069,0.2397,0.3872,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2005,0.2753,0.211,0.3529,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2006,0.3236,0.2541,0.4063,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2007,0.314,0.2456,0.3955,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2008,0.2991,0.2327,0.3787,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2009,0.3314,0.2611,0.4149,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2010,0.3364,0.2655,0.4206,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2011,0.3534,0.2807,0.4394,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2012,0.3731,0.298,0.4614,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2013,0.3264,0.2563,0.4098,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2014,0.3312,0.2605,0.4152,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2015,0.3799,0.3039,0.4693,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2016,0.3946,0.3169,0.4857,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2000,0.2975,0.231,0.3771,2000-2016,2.3538,1.2747,3.4444,Trend is Rising,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2001,0.2735,0.2101,0.3499,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2002,0.1956,0.1427,0.2617,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2003,0.3245,0.2553,0.4069,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2004,0.3069,0.2397,0.3872,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2005,0.2753,0.211,0.3529,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2006,0.3236,0.2541,0.4063,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2007,0.314,0.2456,0.3955,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2008,0.2997,0.2332,0.3794,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2009,0.3327,0.2621,0.4165,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2010,0.3381,0.2668,0.4227,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2011,0.3562,0.2829,0.4427,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2012,0.3768,0.301,0.466,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2013,0.3301,0.2592,0.4144,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2014,0.3369,0.265,0.4223,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2015,0.3886,0.3109,0.4799,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2016,0.4115,0.3305,0.5062,,,,,,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2000,0.3542,0.2975,0.4185,2000-2004,6.5371,-2.3889,16.2793,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2001,0.4315,0.3685,0.5022,2004-2016,-0.7806,-2.2801,0.742,Stable,Liver & Intrahepatic Bile Duct
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2002,0.3961,0.3356,0.4643,,,,,,Liver & Intrahepatic Bile Duct
