Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2001,11.6122,11.4029,11.8244,2008-2016,0.5085,0.2149,0.8028,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2002,11.9186,11.708,12.132,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2003,11.8136,11.6055,12.0245,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2004,11.976,11.768,12.1867,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2005,12.1334,11.9234,12.3461,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2006,12.4655,12.2558,12.678,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2007,12.4483,12.2404,12.6587,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2008,12.7336,12.5253,12.9445,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2009,12.7378,12.5311,12.9472,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2010,12.6782,12.4737,12.8853,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2011,12.7498,12.5465,12.9555,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2012,12.8622,12.6607,13.0661,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2013,12.9785,12.7784,13.181,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2014,13.101,12.9019,13.3024,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2015,13.2691,13.0702,13.4704,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2016,12.9795,12.7833,13.1781,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2000,1.0108,0.9404,1.0849,2000-2016,1.3852,1.0308,1.7408,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2001,0.9446,0.8771,1.0158,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2002,1.0346,0.9644,1.1086,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2003,1.0022,0.9334,1.0748,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2004,1.0126,0.9437,1.0853,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2005,1.0412,0.9706,1.1156,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2006,1.0507,0.9806,1.1246,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2007,1.0634,0.9926,1.1379,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2008,1.0994,1.0271,1.1754,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2009,1.1616,1.087,1.2399,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2010,1.0935,1.0209,1.1699,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2011,1.1271,1.053,1.205,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2012,1.0884,1.0155,1.1652,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2013,1.1053,1.0314,1.1831,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2014,1.1831,1.1062,1.2639,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2015,1.2533,1.174,1.3366,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2016,1.2347,1.1558,1.3174,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,1.0108,0.9404,1.0849,2000-2016,1.4818,1.1137,1.8513,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,0.9446,0.8771,1.0158,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,1.0346,0.9644,1.1086,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,1.0022,0.9334,1.0748,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,1.0126,0.9437,1.0853,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,1.0412,0.9706,1.1156,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,1.0507,0.9806,1.1246,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,1.0634,0.9926,1.1379,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,1.1005,1.0281,1.1765,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,1.1639,1.0892,1.2424,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,1.0968,1.0239,1.1734,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,1.1317,1.0572,1.2099,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,1.0938,1.0205,1.171,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,1.1118,1.0375,1.19,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,1.1932,1.1156,1.2747,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,1.2684,1.1881,1.3526,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,1.2613,1.1808,1.3458,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2000,17.6444,16.985,18.3227,2000-2016,0.8769,0.6179,1.1366,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2001,17.4227,16.7779,18.0859,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2002,17.7173,17.0804,18.372,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2003,16.9729,16.3619,17.601,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2004,18.604,17.9755,19.2489,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2005,18.9102,18.2808,19.5558,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2006,18.324,17.72,18.9433,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2007,18.4052,17.8127,19.0124,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2008,19.0546,18.461,19.6624,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2009,18.8264,18.2462,19.4204,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2010,18.6469,18.079,19.2281,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2011,18.7622,18.201,19.3364,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2012,19.5322,18.9624,20.1149,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2013,19.9297,19.3572,20.5149,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2014,19.9962,19.4273,20.5776,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2015,20.3033,19.7327,20.8862,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2016,19.4072,18.8521,19.9746,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,17.6444,16.985,18.3227,2000-2016,0.962,0.7148,1.2098,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,17.4227,16.7779,18.0859,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,17.7173,17.0804,18.372,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,16.9729,16.3619,17.601,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,18.604,17.9755,19.2489,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,18.9102,18.2808,19.5558,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,18.324,17.72,18.9433,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,18.4052,17.8127,19.0124,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,19.0675,18.4736,19.6758,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,18.8519,18.2709,19.4467,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,18.685,18.116,19.2674,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,18.8149,18.2522,19.3907,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2012,19.6007,19.0289,20.1854,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2013,20.0119,19.437,20.5995,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2014,20.1163,19.544,20.7012,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2015,20.4936,19.9177,21.0819,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2016,19.8074,19.2408,20.3864,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2000,65.349,63.935,66.7864,2000-2009,1.1421,0.7566,1.5291,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2001,65.7982,64.3852,67.2343,2009-2016,-0.0752,-0.5813,0.4334,Stable,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2002,67.3568,65.9318,68.8049,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2003,67.595,66.1745,69.0383,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2004,66.8848,65.476,68.3161,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2005,67.6032,66.1798,69.0495,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2006,70.8725,69.4348,72.3324,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2007,70.567,69.1408,72.0152,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2008,71.7913,70.3649,73.2392,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2009,71.6817,70.2664,73.1182,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2010,71.7568,70.3527,73.1818,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2011,71.9326,70.5399,73.3458,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2012,72.0684,70.696,73.4607,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2013,72.3592,71.003,73.7346,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2014,72.619,71.2793,73.9775,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2015,72.7913,71.4654,74.1356,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2016,70.2257,68.9405,71.5288,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2000,65.349,63.935,66.7864,2000-2008,1.1971,0.8169,1.5787,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2001,65.7982,64.3852,67.2343,2008-2016,0.241,-0.1003,0.5834,Stable,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2002,67.3568,65.9318,68.8049,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2003,67.595,66.1745,69.0383,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2004,66.8848,65.476,68.3161,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2005,67.6032,66.1798,69.0495,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2006,70.8725,69.4348,72.3324,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2007,70.567,69.1408,72.0152,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2008,71.8264,70.3993,73.275,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2009,71.7525,70.3358,73.1904,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2010,71.8636,70.4574,73.2907,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2011,72.0756,70.6801,73.4916,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2012,72.2493,70.8734,73.645,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2013,72.5784,71.2182,73.958,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2014,72.9578,71.6118,74.3226,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2015,73.4098,72.0725,74.7654,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2016,71.9732,70.6559,73.3087,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2000,-,-,-,2000-2016,-,-,-,-,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2001,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2002,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2003,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2004,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2005,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2006,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2007,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2008,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2009,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2010,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2011,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2012,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2013,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2014,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2015,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2016,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2000,-,-,-,2000-2016,-,-,-,-,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2001,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2002,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2003,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2004,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2005,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2006,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2007,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2008,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2009,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2010,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2011,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2012,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2013,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2014,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2015,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2016,-,-,-,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2000,0.3751,0.3165,0.4414,2000-2016,3.5996,2.5661,4.6434,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2001,0.3292,0.2742,0.3919,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2002,0.4379,0.3738,0.5098,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2003,0.3665,0.3077,0.4333,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2004,0.3779,0.3178,0.4459,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2005,0.3977,0.3349,0.4687,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2006,0.3742,0.3138,0.4425,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2007,0.3796,0.3189,0.4482,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2008,0.4005,0.3378,0.4712,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2009,0.489,0.4197,0.5662,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2010,0.4401,0.374,0.5142,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2011,0.4556,0.3877,0.5317,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2012,0.4561,0.3884,0.5319,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2013,0.514,0.4424,0.5936,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2014,0.6097,0.5322,0.695,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2015,0.6194,0.5417,0.7049,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2016,0.6222,0.5452,0.7068,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2000,0.3751,0.3165,0.4414,2000-2016,3.7045,2.6495,4.7704,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2001,0.3292,0.2742,0.3919,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2002,0.4379,0.3738,0.5098,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2003,0.3665,0.3077,0.4333,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2004,0.3779,0.3178,0.4459,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2005,0.3977,0.3349,0.4687,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2006,0.3742,0.3138,0.4425,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2007,0.3796,0.3189,0.4482,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2008,0.4009,0.3381,0.4716,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2009,0.49,0.4205,0.5674,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2010,0.4415,0.3752,0.5158,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2011,0.4574,0.3893,0.5338,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2012,0.4584,0.3904,0.5345,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2013,0.5171,0.445,0.5971,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2014,0.6149,0.5368,0.701,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2015,0.6269,0.5482,0.7133,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2016,0.6356,0.5569,0.7219,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 40-64,Observed Rates,2000,10.6623,10.3025,11.0315,2000-2016,0.8535,0.6328,1.0747,Trend is Rising,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 40-64,Observed Rates,2001,10.452,10.1011,10.8121,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 40-64,Observed Rates,2002,10.6817,10.3334,11.0387,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 40-64,Observed Rates,2003,10.3238,9.9872,10.6688,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 40-64,Observed Rates,2004,11.1398,10.7957,11.4921,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 40-64,Observed Rates,2005,11.3452,10.9993,11.6992,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 40-64,Observed Rates,2006,11.1,10.7653,11.4425,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 40-64,Observed Rates,2007,11.1572,10.827,11.495,,,,,,Pancreas
Both Sexes,All Races (includes Hispanic),Ages 40-64,Observed Rates,2008,11.5454,11.2133,11.8849,,,,,,Pancreas
