Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2001,179.7058,178.4403,180.9778,2010-2014,-8.8243,-15.2748,-1.8827,Trend is Falling,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2002,179.8927,178.6391,181.1528,2014-2016,3.9128,-10.7303,20.9578,Stable,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2003,163.1899,162.0078,164.3782,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2004,160.6418,159.4803,161.8094,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2005,154.2034,153.0656,155.3474,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2006,166.2177,165.0599,167.3814,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2007,170.3806,169.2243,171.5427,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2008,157.0262,155.9321,158.1259,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2009,152.3716,151.3089,153.4398,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2010,144.7114,143.6877,145.7406,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2011,143.9697,142.9618,144.983,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2012,119.5781,118.6741,120.4874,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2013,113.5956,112.7268,114.4695,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2014,104.869,104.0442,105.6988,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2015,109.2967,108.4622,110.1362,,,,,,Prostate
Male,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2016,111.776,110.9353,112.6216,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2000,4.9039,4.6809,5.1346,2000-2009,3.5529,2.2951,4.8261,Trend is Rising,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2001,5.3851,5.1537,5.6241,2009-2016,-8.5612,-10.3633,-6.7228,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2002,5.5068,5.2752,5.7459,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2003,5.5304,5.3003,5.7678,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2004,5.3847,5.1591,5.6176,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2005,5.5426,5.3121,5.7806,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2006,5.9419,5.7058,6.1854,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2007,6.6065,6.3575,6.8628,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2008,6.6375,6.3876,6.8948,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2009,6.6331,6.383,6.8905,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2010,6.1266,5.8854,6.3753,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2011,6.1158,5.8736,6.3653,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2012,5.3636,5.1354,5.5993,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2013,4.6657,4.4509,4.8881,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2014,4.0659,3.8645,4.275,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2015,4.064,3.8618,4.274,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Observed Rates,2016,3.5912,3.4011,3.7891,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,4.9039,4.6809,5.1346,2000-2009,3.557,2.2907,4.8391,Trend is Rising,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,5.3851,5.1537,5.6241,2009-2016,-8.2917,-10.1114,-6.4352,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,5.5068,5.2752,5.7459,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,5.5304,5.3003,5.7678,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,5.3847,5.1591,5.6176,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,5.5426,5.3121,5.7806,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,5.9419,5.7058,6.1854,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,6.6065,6.3575,6.8628,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,6.646,6.3958,6.9036,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,6.651,6.4003,6.9091,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,6.1509,5.9087,6.4005,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,6.1483,5.9049,6.3991,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,5.3988,5.1691,5.6361,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,4.7025,4.486,4.9266,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,4.1133,3.9095,4.3247,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,4.1325,3.9268,4.3459,,,,,,Prostate
Male,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,3.7006,3.5047,3.9044,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2000,334.4811,330.2981,338.7037,2000-2009,-0.2961,-1.8768,1.3099,Stable,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2001,341.8764,337.713,346.0781,2009-2016,-5.7499,-7.8941,-3.5559,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2002,349.208,345.094,353.3586,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2003,314.9419,311.1193,318.7996,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2004,314.8027,311.0528,318.5866,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2005,302.8988,299.2491,306.5819,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2006,333.4362,329.7068,337.1972,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2007,347.3865,343.6646,351.1387,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2008,329.4004,325.8336,332.9965,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2009,326.2685,322.7805,329.7849,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2010,305.5303,302.2172,308.8708,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2011,307.1747,303.9015,310.4746,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2012,255.5484,252.578,258.5452,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2013,241.8464,238.9795,244.7393,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2014,225.9379,223.1881,228.7133,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2015,230.9983,228.2386,233.7834,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Observed Rates,2016,230.6349,227.8925,233.4025,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,334.4811,330.2981,338.7037,2000-2009,-0.2994,-1.9318,1.3601,Stable,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,341.8764,337.713,346.0781,2009-2016,-5.4084,-7.6307,-3.1326,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,349.208,345.094,353.3586,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,314.9419,311.1193,318.7996,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,314.8027,311.0528,318.5866,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,302.8988,299.2491,306.5819,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,333.4362,329.7068,337.1972,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,347.3865,343.6646,351.1387,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,329.8926,326.3206,333.4941,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,327.2427,323.7443,330.7696,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,306.9087,303.5807,310.2642,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,308.9998,305.7072,312.3193,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2012,257.4426,254.4501,260.4616,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2013,243.9937,241.1013,246.9122,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2014,228.9785,226.1916,231.7912,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2015,235.6256,232.8105,238.4664,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2016,238.7495,235.9103,241.6145,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2000,991.7542,983.0647,1000.5024,2000-2010,-2.5547,-3.6116,-1.4861,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2001,985.3953,976.7959,994.0524,2010-2014,-9.2135,-15.8094,-2.1009,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2002,977.4779,968.9542,986.0588,2014-2016,3.356,-11.3834,20.5469,Stable,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2003,885.8439,877.7799,893.9642,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2004,866.6814,858.7537,874.6647,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2005,828.9599,821.1867,836.789,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2006,885.4991,877.601,893.4511,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2007,898.0793,890.2029,906.0086,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2008,811.3302,803.9427,818.7691,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2009,776.1326,768.9999,783.3155,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2010,741.2039,734.3181,748.1387,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2011,731.4723,724.7229,738.2694,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2012,603.7319,597.7312,609.7786,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2013,575.4585,569.7097,581.2515,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2014,525.5255,520.122,530.972,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2015,547.5045,542.0792,552.9713,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Observed Rates,2016,554.8651,549.4915,560.279,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2000,991.7542,983.0647,1000.5024,2000-2010,-2.5059,-3.5569,-1.4435,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2001,985.3953,976.7959,994.0524,2010-2014,-8.9493,-15.5247,-1.8621,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2002,977.4779,968.9542,986.0588,2014-2016,4.7697,-10.0865,22.0807,Stable,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2003,885.8439,877.7799,893.9642,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2004,866.6814,858.7537,874.6647,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2005,828.9599,821.1867,836.789,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2006,885.4991,877.601,893.4511,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2007,898.0793,890.2029,906.0086,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2008,812.9462,805.5441,820.3999,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2009,779.2331,772.072,786.4447,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2010,745.6148,738.688,752.5909,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2011,737.2801,730.477,744.1311,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2012,609.7534,603.6927,615.8603,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2013,582.3633,576.5455,588.2258,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2014,534.5058,529.0097,540.0453,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2015,561.5423,555.9775,567.1492,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2016,579.9249,574.3078,585.5835,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2000,-,-,-,2000-2016,-,-,-,-,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2001,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2002,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2003,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2004,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2005,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2006,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2007,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2008,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2009,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2010,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2011,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2012,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2013,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2014,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2015,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Observed Rates,2016,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2000,-,-,-,2000-2016,-,-,-,-,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2001,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2002,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2003,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2004,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2005,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2006,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2007,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2008,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2009,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2010,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2011,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2012,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2013,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2014,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2015,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2016,-,-,-,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2000,0.2545,0.1882,0.3363,2000-2009,4.5827,-0.4166,9.8329,Stable,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2001,0.2316,0.1683,0.3107,2009-2016,-12.0955,-19.4802,-4.0336,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2002,0.2794,0.2087,0.3661,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2003,0.2285,0.1646,0.3084,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2004,0.148,0.0975,0.2149,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2005,0.29,0.2158,0.3807,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2006,0.2535,0.1849,0.3386,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2007,0.3277,0.2488,0.4231,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2008,0.3198,0.2414,0.4146,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2009,0.3512,0.2679,0.4512,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2010,0.3378,0.2557,0.4368,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2011,0.2346,0.1666,0.3197,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2012,0.1932,0.1319,0.2716,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2013,0.2117,0.148,0.2922,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2014,0.1648,0.1093,0.2372,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2015,0.1967,0.1367,0.273,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Observed Rates,2016,0.0996,0.0588,0.1568,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2000,0.2545,0.1882,0.3363,2000-2009,4.5942,-0.3957,9.834,Stable,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2001,0.2316,0.1683,0.3107,2009-2016,-11.8549,-19.2451,-3.7883,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2002,0.2794,0.2087,0.3661,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2003,0.2285,0.1646,0.3084,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2004,0.148,0.0975,0.2149,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2005,0.29,0.2158,0.3807,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2006,0.2535,0.1849,0.3386,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2007,0.3277,0.2488,0.4231,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2008,0.3201,0.2417,0.4151,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2009,0.3522,0.2687,0.4524,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2010,0.3392,0.2567,0.4386,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2011,0.2359,0.1675,0.3215,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2012,0.1946,0.1329,0.2735,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2013,0.2134,0.1492,0.2946,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2014,0.1666,0.1105,0.2397,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2015,0.1999,0.1389,0.2775,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2016,0.1027,0.0606,0.1615,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2000,176.399,174.2683,178.5492,2000-2009,-0.0012,-1.5306,1.5519,Stable,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2001,181.2262,179.0995,183.3717,2009-2016,-5.9764,-8.063,-3.8425,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2002,185.0596,182.9569,187.1805,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2003,168.2918,166.3281,170.273,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2004,167.9587,166.0318,169.9024,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2005,162.2698,160.3884,164.168,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2006,178.3559,176.4325,180.2954,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2007,186.7344,184.8059,188.6784,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2008,177.9434,176.0868,179.8151,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2009,176.3627,174.543,178.1971,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2010,164.946,163.2148,166.6916,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2011,165.8461,164.1319,167.5744,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2012,138.5874,137.025,140.164,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2013,130.1801,128.6766,131.6976,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2014,120.945,119.5063,122.3976,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2015,123.4247,121.9808,124.8824,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Observed Rates,2016,122.2331,120.8056,123.6742,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2000,176.399,174.2683,178.5492,2000-2009,-0.004,-1.5826,1.6,Stable,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2001,181.2262,179.0995,183.3717,2009-2016,-5.6403,-7.8015,-3.4284,Trend is Falling,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2002,185.0596,182.9569,187.1805,,,,,,Prostate
Male,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2003,168.2918,166.3281,170.273,,,,,,Prostate
