Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2000,67.7572,67.2467,68.2707,2000-2008,-0.8233,-1.0538,-0.5923,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2001,67.2193,66.7139,67.7275,2008-2016,-2.2345,-2.4605,-2.008,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2002,66.6063,66.1068,67.1085,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2003,66.0068,65.5131,66.5033,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2004,65.0879,64.6002,65.5783,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2005,65.0743,64.5846,65.5668,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2006,64.8462,64.3649,65.3303,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2007,64.1598,63.6846,64.6376,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2008,63.3712,62.9032,63.8419,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2009,62.6678,62.2061,63.1321,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2010,59.994,59.5459,60.4446,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2011,58.6474,58.2086,59.0888,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2012,57.6374,57.2075,58.0697,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2013,56.4058,55.9856,56.8284,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2014,55.4474,55.0357,55.8615,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2015,54.7511,54.3458,55.1587,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2016,52.7767,52.3809,53.1749,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2000,5.1611,5.0005,5.3256,2000-2007,-2.2201,-2.7531,-1.6842,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2001,4.9852,4.8286,5.1457,2007-2016,-5.3172,-5.7434,-4.8891,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2002,4.9319,4.7771,5.0904,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2003,5.0294,4.8739,5.1885,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2004,4.7778,4.6269,4.9323,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2005,4.6036,4.4544,4.7566,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2006,4.5448,4.3979,4.6953,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2007,4.2989,4.1561,4.4454,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2008,4.221,4.079,4.3667,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2009,3.9832,3.845,4.1251,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2010,3.7813,3.6465,3.9199,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2011,3.5474,3.4159,3.6827,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2012,3.4393,3.3093,3.5729,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2013,3.2193,3.0926,3.3499,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2014,2.9923,2.8696,3.1188,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2015,2.8418,2.7219,2.9655,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2016,2.6912,2.5744,2.8119,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,5.1611,5.0005,5.3256,2000-2003,-0.9949,-2.3998,0.4302,Stable,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,4.9852,4.8286,5.1457,2003-2008,-3.1639,-4.0669,-2.2523,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,4.9319,4.7771,5.0904,2008-2016,-5.2806,-5.6481,-4.9117,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,5.0294,4.8739,5.1885,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,4.7778,4.6269,4.9323,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,4.6036,4.4544,4.7566,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,4.5448,4.3979,4.6953,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,4.2989,4.1561,4.4454,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,4.2234,4.0813,4.3691,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,3.9879,3.8495,4.1299,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,3.7878,3.6526,3.9266,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,3.5555,3.4237,3.6911,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,3.4489,3.3186,3.5829,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,3.2304,3.1033,3.3615,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,3.0084,2.8851,3.1356,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,2.8655,2.7446,2.9902,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,2.7339,2.6152,2.8565,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2000,119.9114,118.1808,121.661,2000-2012,-2.93,-3.1324,-2.7271,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2001,115.6915,114.0185,117.3828,2012-2016,-1.513,-2.6063,-0.4073,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2002,112.4346,110.8194,114.0674,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2003,108.2503,106.6984,109.819,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2004,103.3932,101.9041,104.8986,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2005,101.2842,99.8204,102.7642,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2006,101.1106,99.6851,102.5514,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2007,96.7838,95.4198,98.1623,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2008,93.9135,92.5901,95.251,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2009,91.9819,90.6946,93.283,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2010,86.6855,85.4564,87.9279,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2011,85.845,84.64,87.063,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2012,83.687,82.5035,84.8833,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2013,81.4289,80.2697,82.6008,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2014,81.3312,80.1817,82.4932,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2015,79.9051,78.7739,81.0486,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2016,77.7967,76.6857,78.9199,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,119.9114,118.1808,121.661,2000-2012,-2.9139,-3.1117,-2.7156,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,115.6915,114.0185,117.3828,2012-2016,-1.1856,-2.2577,-0.1017,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,112.4346,110.8194,114.0674,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,108.2503,106.6984,109.819,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,103.3932,101.9041,104.8986,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,101.2842,99.8204,102.7642,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,101.1106,99.6851,102.5514,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,96.7838,95.4198,98.1623,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,93.9736,92.6494,95.312,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,92.0999,90.8109,93.4026,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,86.8505,85.6191,88.0953,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,86.0619,84.8538,87.283,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2012,83.9534,82.7661,85.1535,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2013,81.7383,80.5747,82.9146,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2014,81.8117,80.6554,82.9805,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2015,80.6795,79.5374,81.8341,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2016,79.1838,78.053,80.3269,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2000,364.2822,360.932,367.6558,2000-2008,0.1143,-0.1667,0.3961,Stable,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2001,366.0403,362.6917,369.412,2008-2016,-2.2655,-2.5339,-1.9963,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2002,365.3599,362.024,368.7188,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2003,365.0239,361.6999,368.3708,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2004,364.9568,361.6412,368.2951,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2005,368.3491,364.9968,371.7245,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2006,367.0872,363.784,370.4128,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2007,368.198,364.908,371.51,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2008,365.5166,362.2691,368.7858,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2009,363.3192,360.1051,366.5546,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2010,349.3545,346.2273,352.5028,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2011,340.7784,337.718,343.8595,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2012,335.7193,332.7271,338.7315,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2013,329.682,326.7604,332.6229,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2014,322.5561,319.7074,325.4237,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2015,317.9917,315.2,320.8018,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2016,301.073,298.3909,303.7731,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2000,364.2822,360.932,367.6558,2000-2008,0.0853,-0.1456,0.3167,Stable,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2001,366.0403,362.6917,369.412,2008-2016,-2.0826,-2.3036,-1.8612,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2002,365.3599,362.024,368.7188,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2003,365.0239,361.6999,368.3708,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2004,364.9568,361.6412,368.2951,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2005,368.3491,364.9968,371.7245,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2006,367.0872,363.784,370.4128,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2007,368.198,364.908,371.51,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2008,365.7254,362.4761,368.9965,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2009,363.7316,360.5139,366.9707,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2010,349.9499,346.8173,353.1035,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2011,341.561,338.4935,344.6491,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2012,336.6818,333.681,339.7027,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2013,330.816,327.8844,333.7671,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2014,324.4172,321.5521,327.3014,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2015,321.0694,318.2506,323.9067,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2016,307.9758,305.2321,310.7378,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2000,-,-,-,2000-2016,-,-,-,-,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2001,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2002,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2003,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2004,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2005,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2006,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2007,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2008,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2009,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2010,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2011,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2012,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2013,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2014,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2015,0.071,0.0406,0.1153,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2016,0.0762,0.0444,0.122,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2000,-,-,-,2000-2016,-,-,-,-,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2001,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2002,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2003,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2004,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2005,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2006,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2007,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2008,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2009,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2010,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2011,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2012,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2013,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2014,-,-,-,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2015,0.0715,0.0409,0.1161,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2016,0.0773,0.045,0.1237,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2000,1.5432,1.422,1.6721,2000-2016,-2.5821,-3.0875,-2.0741,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2001,1.5143,1.3935,1.6427,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2002,1.3543,1.2394,1.4768,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2003,1.4138,1.2956,1.5399,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2004,1.2252,1.1145,1.3437,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2005,1.2411,1.1282,1.3619,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2006,1.2531,1.1406,1.3735,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2007,1.1066,1.0012,1.2199,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2008,1.1906,1.0805,1.3086,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2009,1.2225,1.1105,1.3424,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2010,1.1204,1.0132,1.2356,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2011,1.1569,1.0478,1.274,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2012,1.0127,0.9105,1.1229,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2013,1.0786,0.9733,1.1919,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2014,1.02,0.9184,1.1295,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2015,1.0387,0.9372,1.1479,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2016,0.9835,0.8858,1.089,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2000,1.5432,1.422,1.6721,2000-2016,-2.5242,-3.0378,-2.0079,Trend is Falling,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2001,1.5143,1.3935,1.6427,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2002,1.3543,1.2394,1.4768,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2003,1.4138,1.2956,1.5399,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2004,1.2252,1.1145,1.3437,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2005,1.2411,1.1282,1.3619,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2006,1.2531,1.1406,1.3735,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2007,1.1066,1.0012,1.2199,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2008,1.1913,1.0812,1.3094,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2009,1.2239,1.1118,1.344,,,,,,Lung & Bronchus
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2010,1.1225,1.0151,1.2378,,,,,,Lung & Bronchus
