Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2007,5.1766,5.0177,5.3392,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2008,5.2952,5.1341,5.46,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2009,5.3543,5.1919,5.5204,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2010,5.0884,4.9298,5.2507,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2011,4.9607,4.8037,5.1215,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2012,4.9979,4.8401,5.1595,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2013,5.0052,4.8471,5.1671,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2014,5.0123,4.8534,5.175,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2015,4.864,4.7073,5.0246,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2016,4.8446,4.6885,5.0047,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,5.4022,5.2391,5.5691,2000-2016,-0.3974,-0.5833,-0.2111,Trend is Falling,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,5.3176,5.1565,5.4823,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,5.2017,5.0429,5.3643,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,5.176,5.0178,5.3378,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,5.2118,5.0531,5.3742,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,5.2375,5.0767,5.4021,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,5.1117,4.9543,5.2729,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,5.1766,5.0177,5.3392,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,5.3046,5.1433,5.4697,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,5.3734,5.2104,5.5401,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,5.1154,4.9559,5.2786,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,4.997,4.8389,5.159,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,5.043,4.8838,5.2061,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,5.0591,4.8993,5.2227,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,5.0843,4.9231,5.2493,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,4.9563,4.7966,5.1199,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,4.9747,4.8143,5.139,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2000,31.3756,30.4954,32.2748,2000-2002,2.8657,-2.0247,8.0003,Stable,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2001,31.866,30.9936,32.7566,2002-2016,-0.5754,-0.7742,-0.3761,Trend is Falling,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2002,32.8983,32.0289,33.7853,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2003,32.4761,31.6288,33.3403,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2004,32.747,31.9106,33.5997,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2005,32.3389,31.5135,33.1805,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2006,32.6421,31.8338,33.4656,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2007,32.5948,31.8028,33.4015,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2008,32.2973,31.5205,33.0884,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2009,31.5182,30.763,32.2873,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2010,31.6191,30.8746,32.3771,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2011,30.7372,30.0134,31.4742,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2012,31.6164,30.8857,32.36,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2013,30.7562,30.0398,31.4855,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2014,31.4118,30.6927,32.1435,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2015,30.8813,30.1715,31.6036,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2016,29.8475,29.1516,30.5558,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,31.3756,30.4954,32.2748,2000-2002,2.503,-1.9095,7.1139,Stable,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,31.866,30.9936,32.7566,2002-2016,-0.3924,-0.5724,-0.2121,Trend is Falling,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,32.8983,32.0289,33.7853,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,32.4761,31.6288,33.3403,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,32.747,31.9106,33.5997,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,32.3389,31.5135,33.1805,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,32.6421,31.8338,33.4656,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,32.5948,31.8028,33.4015,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,32.3592,31.5809,33.1518,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,31.6389,30.8808,32.4109,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,31.8003,31.0516,32.5626,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,30.9715,30.2422,31.714,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2012,31.9216,31.1839,32.6723,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2013,31.1092,30.3845,31.8468,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2014,31.8907,31.1607,32.6336,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2015,31.5001,30.776,32.2368,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2016,30.7896,30.0716,31.5202,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2000,85.4538,83.8355,87.0955,2000-2008,1.2867,0.7796,1.7963,Trend is Rising,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2001,86.7582,85.1339,88.4057,2008-2016,-0.8436,-1.3009,-0.3843,Trend is Falling,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2002,86.7526,85.1338,88.3945,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2003,89.8065,88.166,91.4698,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2004,91.7758,90.123,93.4513,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2005,92.1279,90.462,93.8167,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2006,92.6091,90.9605,94.28,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2007,93.3508,91.7075,95.016,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2008,93.7564,92.1212,95.4133,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2009,94.1477,92.5212,95.7955,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2010,94.137,92.5253,95.7697,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2011,92.009,90.431,93.6075,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2012,91.6496,90.0966,93.2224,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2013,90.7061,89.183,92.2486,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2014,92.3256,90.8099,93.8601,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2015,91.1366,89.6508,92.6406,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2016,86.3257,84.8988,87.7705,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2000,85.4538,83.8355,87.0955,2000-2008,1.2765,0.8208,1.7343,Trend is Rising,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2001,86.7582,85.1339,88.4057,2008-2016,-0.5307,-0.9429,-0.1168,Trend is Falling,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2002,86.7526,85.1338,88.3945,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2003,89.8065,88.166,91.4698,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2004,91.7758,90.123,93.4513,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2005,92.1279,90.462,93.8167,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2006,92.6091,90.9605,94.28,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2007,93.3508,91.7075,95.016,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2008,93.938,92.2996,95.598,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2009,94.5103,92.8775,96.1645,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2010,94.681,93.0599,96.3231,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2011,92.7264,91.1361,94.3374,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2012,92.5402,90.9722,94.1283,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2013,91.7571,90.2163,93.3174,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2014,93.7496,92.2105,95.3076,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2015,93.0075,91.4912,94.5423,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2016,89.0984,87.6255,90.5895,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2000,0.8505,0.7356,0.9782,2000-2016,1.9351,1.1001,2.777,Trend is Rising,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2001,0.9995,0.8747,1.137,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2002,0.9003,0.7821,1.0314,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2003,0.7684,0.6593,0.8904,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2004,0.9662,0.8434,1.1018,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2005,0.9787,0.8532,1.1174,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2006,0.873,0.7552,1.0038,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2007,1.0125,0.885,1.1532,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2008,1.0231,0.8951,1.1643,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2009,0.9428,0.8199,1.079,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2010,1.0948,0.9623,1.2405,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2011,0.9114,0.7906,1.0454,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2012,1.1335,0.9984,1.2818,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2013,1.1079,0.9743,1.2547,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2014,1.2049,1.0652,1.3578,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2015,1.1115,0.9771,1.259,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2016,1.1994,1.0596,1.3525,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2000,0.8505,0.7356,0.9782,2000-2016,2.0762,1.2311,2.9284,Trend is Rising,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2001,0.9995,0.8747,1.137,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2002,0.9003,0.7821,1.0314,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2003,0.7684,0.6593,0.8904,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2004,0.9662,0.8434,1.1018,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2005,0.9787,0.8532,1.1174,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2006,0.873,0.7552,1.0038,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2007,1.0125,0.885,1.1532,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2008,1.025,0.8967,1.1663,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2009,0.9462,0.8228,1.0829,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2010,1.1008,0.9675,1.2473,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2011,0.9179,0.7962,1.0527,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2012,1.1435,1.0072,1.293,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2013,1.1198,0.9847,1.2681,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2014,1.2224,1.0807,1.3775,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2015,1.1321,0.9953,1.2823,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2016,1.2305,1.0871,1.3875,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2000,4.4592,4.2518,4.6741,2000-2016,-0.3059,-0.6199,0.0091,Stable,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2001,4.4613,4.2534,4.6766,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2002,4.2481,4.0445,4.4592,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2003,4.3074,4.1016,4.5207,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2004,4.1665,3.9631,4.3775,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2005,4.3215,4.1119,4.539,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2006,4.0784,3.8765,4.2879,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2007,4.122,3.9191,4.3327,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2008,4.3581,4.1494,4.5746,,,,,,Non-Hodgkin Lymphoma
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2009,4.5385,4.3249,4.7597,,,,,,Non-Hodgkin Lymphoma
