Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),All Ages,Observed Rates,2013,21.9074,21.6447,22.1726,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Observed Rates,2014,22.6398,22.3752,22.9068,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Observed Rates,2015,22.8384,22.5748,23.1044,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Observed Rates,2016,22.4301,22.1707,22.6919,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2000,16.5812,16.3321,16.8331,2000-2005,3.5383,1.9219,5.1804,Trend is Rising,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2001,18.0599,17.8018,18.3208,2005-2016,1.3203,0.908,1.7342,Trend is Rising,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2002,18.1311,17.8742,18.3907,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2003,17.7028,17.4505,17.9578,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2004,19.3383,19.076,19.6033,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2005,20.6229,20.3506,20.8978,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2006,20.5261,20.2585,20.7964,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2007,20.468,20.2026,20.736,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2008,20.9257,20.6589,21.195,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2009,20.98,20.7144,21.2482,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2010,21.0059,20.7417,21.2726,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2011,21.2721,21.008,21.5386,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2012,21.4975,21.2344,21.7631,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2013,22.0821,21.8173,22.3494,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2014,22.8909,22.6233,23.1608,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2015,23.1881,22.9205,23.4582,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2016,23.122,22.8545,23.3919,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2000,7.1546,6.9671,7.346,2000-2005,1.9186,-0.5136,4.4104,Stable,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2001,7.8649,7.6689,8.0646,2005-2016,-1.4285,-2.1543,-0.6973,Trend is Falling,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2002,7.6068,7.4146,7.8027,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2003,7.1666,6.9803,7.3566,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2004,7.9754,7.7788,8.1757,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2005,8.4415,8.2369,8.65,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2006,8.1306,7.9315,8.3335,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2007,7.7957,7.6002,7.995,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2008,7.648,7.4538,7.8459,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2009,7.4256,7.2338,7.6211,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2010,7.2194,7.0299,7.4126,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2011,7.1654,6.9765,7.3581,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2012,7.1344,6.9457,7.3269,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2013,6.9484,6.7614,7.1392,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2014,7.2084,7.0173,7.4033,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2015,7.0746,6.8853,7.2677,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2016,7.1492,6.9588,7.3434,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,7.1546,6.9671,7.346,2000-2005,1.8326,-0.7158,4.4465,Stable,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,7.8649,7.6689,8.0646,2005-2016,-1.2432,-2.006,-0.4743,Trend is Falling,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,7.6068,7.4146,7.8027,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,7.1666,6.9803,7.3566,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,7.9754,7.7788,8.1757,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,8.4415,8.2369,8.65,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,8.1306,7.9315,8.3335,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,7.7957,7.6002,7.995,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,7.6583,7.4639,7.8564,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,7.4458,7.2536,7.6419,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,7.2488,7.0586,7.4429,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,7.2045,7.0146,7.3983,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,7.1831,6.9931,7.3769,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,7.0054,6.8168,7.1978,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,7.2875,7.0943,7.4846,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,7.1806,6.9885,7.3766,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,7.361,7.1649,7.5609,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2000,30.0073,29.1478,30.8857,2000-2016,1.1851,0.8055,1.5662,Trend is Rising,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2001,33.3899,32.4978,34.3003,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2002,33.0851,32.2143,33.9735,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2003,31.9577,31.1174,32.815,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2004,34.135,33.281,35.0052,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2005,36.5722,35.6937,37.4668,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2006,36.2236,35.3713,37.0913,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2007,36.5869,35.7461,37.4424,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2008,36.5242,35.6965,37.3662,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2009,36.3855,35.5722,37.2128,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2010,35.9961,35.1994,36.8063,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2011,35.8584,35.0729,36.657,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2012,36.3357,35.5494,37.135,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2013,36.8999,36.1124,37.7002,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2014,39.2895,38.4825,40.1091,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2015,39.5861,38.7787,40.4061,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2016,38.2843,37.4939,39.0871,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,30.0073,29.1478,30.8857,2000-2016,1.3274,0.9594,1.6967,Trend is Rising,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,33.3899,32.4978,34.3003,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,33.0851,32.2143,33.9735,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,31.9577,31.1174,32.815,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,34.135,33.281,35.0052,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,36.5722,35.6937,37.4668,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,36.2236,35.3713,37.0913,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,36.5869,35.7461,37.4424,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,36.5745,35.7457,37.4176,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,36.4869,35.6713,37.3165,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,36.1439,35.3439,36.9574,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,36.0582,35.2683,36.8612,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2012,36.5855,35.7938,37.3902,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2013,37.2049,36.4109,38.0118,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2014,39.7381,38.9218,40.5671,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2015,40.2034,39.3834,41.0361,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2016,39.4771,38.6619,40.3051,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2000,54.6241,53.3316,55.94,2000-2006,5.1312,3.8245,6.4543,Trend is Rising,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2001,58.2437,56.9131,59.5975,2006-2016,2.5089,2.0368,2.9833,Trend is Rising,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2002,60.6463,59.2929,62.0228,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2003,61.116,59.7623,62.4927,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2004,66.8422,65.4303,68.2767,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2005,71.4449,69.9759,72.9368,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2006,72.8732,71.4104,74.3583,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2007,73.9002,72.4366,75.3858,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2008,78.2205,76.7294,79.7332,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2009,79.8627,78.3668,81.3798,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2010,81.4961,79.998,83.015,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2011,83.8348,82.3312,85.3589,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2012,85.0114,83.5212,86.5213,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2013,89.7696,88.2588,91.2997,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2014,91.2403,89.7401,92.7592,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2015,93.2255,91.7287,94.7406,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2016,91.1128,89.6539,92.5895,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2000,54.6241,53.3316,55.94,2000-2006,5.0398,3.9251,6.1665,Trend is Rising,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2001,58.2437,56.9131,59.5975,2006-2016,2.7464,2.3425,3.1518,Trend is Rising,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2002,60.6463,59.2929,62.0228,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2003,61.116,59.7623,62.4927,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2004,66.8422,65.4303,68.2767,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2005,71.4449,69.9759,72.9368,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2006,72.8732,71.4104,74.3583,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2007,73.9002,72.4366,75.3858,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2008,78.3227,76.8297,79.8374,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2009,80.0732,78.5734,81.5942,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2010,81.8128,80.3089,83.3377,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2011,84.2745,82.7629,85.8065,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2012,85.5558,84.0561,87.0754,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2013,90.4635,88.941,92.0054,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2014,92.2416,90.7248,93.7771,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2015,94.6534,93.1335,96.1916,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2016,93.9594,92.4543,95.4825,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2000,0.1786,0.1281,0.2423,2000-2016,-0.0828,-1.9325,1.8017,Stable,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2001,0.1982,0.1451,0.2644,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2002,0.2015,0.148,0.268,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2003,0.1706,0.1218,0.2324,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2004,0.267,0.2047,0.3424,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2005,0.2238,0.1661,0.2952,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2006,0.1894,0.137,0.2552,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2007,0.1905,0.1379,0.2566,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2008,0.1855,0.1337,0.2507,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2009,0.1472,0.1013,0.2067,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2010,0.1602,0.1122,0.2218,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2011,0.1781,0.1273,0.2425,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2012,0.1379,0.0937,0.1958,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2013,0.2019,0.1473,0.2701,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2014,0.2284,0.17,0.3002,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2015,0.2475,0.1864,0.3221,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2016,0.1758,0.125,0.2402,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2000,0.1786,0.1281,0.2423,2000-2016,0.0333,-1.821,1.9225,Stable,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2001,0.1982,0.1451,0.2644,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2002,0.2015,0.148,0.268,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2003,0.1706,0.1218,0.2324,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2004,0.267,0.2047,0.3424,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2005,0.2238,0.1661,0.2952,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2006,0.1894,0.137,0.2552,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2007,0.1905,0.1379,0.2566,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2008,0.1858,0.1339,0.2511,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2009,0.1476,0.1016,0.2072,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2010,0.1609,0.1127,0.2228,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2011,0.1792,0.128,0.2439,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2012,0.139,0.0945,0.1973,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2013,0.2036,0.1485,0.2723,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2014,0.2309,0.1719,0.3035,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2015,0.251,0.1891,0.3266,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2016,0.1804,0.1283,0.2464,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2000,6.6708,6.4172,6.9319,2000-2005,2.0243,-0.5333,4.6476,Stable,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2001,7.1524,6.8891,7.4232,2005-2016,-1.7182,-2.4791,-0.9513,Trend is Falling,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2002,7.264,6.9977,7.5379,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2003,6.5563,6.3022,6.8179,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2004,7.2904,7.021,7.5675,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2005,7.9889,7.7026,8.283,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2006,7.5032,7.2282,7.7859,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2007,7.3347,7.0628,7.6144,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2008,6.9689,6.7031,7.2424,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2009,6.7086,6.448,6.9769,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2010,6.7536,6.4916,7.0234,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2011,6.5552,6.2974,6.8206,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2012,6.4455,6.1908,6.7078,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2013,6.287,6.0362,6.5454,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2014,6.4475,6.1939,6.7087,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2015,6.4633,6.2109,6.7232,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2016,6.4703,6.2198,6.7282,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2000,6.6708,6.4172,6.9319,2000-2005,1.9371,-0.7458,4.6926,Stable,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2001,7.1524,6.8891,7.4232,2005-2016,-1.5311,-2.3319,-0.7238,Trend is Falling,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2002,7.264,6.9977,7.5379,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2003,6.5563,6.3022,6.8179,,,,,,Melanoma of the Skin
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2004,7.2904,7.021,7.5675,,,,,,Melanoma of the Skin
