Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2008,6.7082,6.5569,6.8621,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2009,6.6984,6.548,6.8513,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2010,6.5216,6.3739,6.6719,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2011,6.4316,6.2857,6.5799,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2012,6.5414,6.3952,6.6901,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2013,6.6139,6.4674,6.7629,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2014,6.4932,6.3489,6.6399,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2015,6.5695,6.4245,6.7169,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2016,6.1247,5.9846,6.2671,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2000,3.7278,3.593,3.8664,2000-2016,-0.3973,-0.6811,-0.1128,Trend is Falling,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2001,3.5642,3.4327,3.6993,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2002,3.6955,3.5618,3.8329,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2003,3.7107,3.577,3.8482,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2004,3.6307,3.4983,3.7669,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2005,3.5828,3.4497,3.7196,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2006,3.5659,3.4343,3.7012,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2007,3.6584,3.5249,3.7958,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2008,3.7263,3.5915,3.8648,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2009,3.5957,3.4632,3.7321,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2010,3.6446,3.5111,3.7819,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2011,3.5627,3.4305,3.6986,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2012,3.4866,3.3557,3.6212,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2013,3.6664,3.532,3.8045,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2014,3.5469,3.4148,3.6829,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2015,3.5167,3.3847,3.6525,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2016,3.2344,3.1078,3.3648,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,3.7278,3.593,3.8664,2000-2016,-0.1827,-0.4312,0.0665,Stable,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,3.5642,3.4327,3.6993,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,3.6955,3.5618,3.8329,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,3.7107,3.577,3.8482,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,3.6307,3.4983,3.7669,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,3.5828,3.4497,3.7196,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,3.5659,3.4343,3.7012,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,3.6584,3.5249,3.7958,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,3.7373,3.6021,3.8762,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,3.617,3.4837,3.7541,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,3.6773,3.5426,3.8158,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,3.6044,3.4707,3.7419,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,3.5401,3.4072,3.6768,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,3.7313,3.5945,3.8718,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,3.6293,3.494,3.7684,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,3.6242,3.4882,3.7641,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,3.3758,3.2437,3.5118,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2000,10.4324,9.9281,10.9557,2000-2016,-0.7714,-1.001,-0.5413,Trend is Falling,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2001,10.7256,10.2224,11.2471,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2002,10.2529,9.7704,10.7532,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2003,10.5517,10.0713,11.049,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2004,10.6383,10.1641,11.1289,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2005,10.014,9.5571,10.487,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2006,10.2284,9.7786,10.6935,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2007,10.3804,9.9347,10.841,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2008,10.0472,9.6153,10.4935,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2009,9.8203,9.4007,10.2538,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2010,9.6525,9.2428,10.0757,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2011,9.681,9.2752,10.1,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2012,9.9483,9.5399,10.3699,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2013,9.7387,9.3362,10.1541,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2014,9.7011,9.3017,10.1132,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2015,9.6598,9.2627,10.0695,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2016,9.0585,8.6755,9.454,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,10.4324,9.9281,10.9557,2000-2016,-0.6793,-0.8949,-0.4632,Trend is Falling,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,10.7256,10.2224,11.2471,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,10.2529,9.7704,10.7532,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,10.5517,10.0713,11.049,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,10.6383,10.1641,11.1289,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,10.014,9.5571,10.487,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,10.2284,9.7786,10.6935,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,10.3804,9.9347,10.841,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,10.0566,9.6243,10.5033,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,9.8385,9.4182,10.2729,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,9.6793,9.2685,10.1037,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,9.7177,9.3103,10.1382,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2012,9.9958,9.5854,10.4193,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2013,9.7948,9.39,10.2126,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2014,9.7804,9.3778,10.1959,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2015,9.7698,9.3682,10.1841,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2016,9.2537,8.8625,9.6577,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2000,20.6843,19.8919,21.5001,2000-2016,-0.5017,-0.8382,-0.1641,Trend is Falling,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2001,19.4667,18.7005,20.2562,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2002,19.6246,18.8568,20.4156,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2003,20.0123,19.2399,20.8076,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2004,19.8637,19.0968,20.6534,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2005,20.9356,20.1424,21.7519,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2006,19.2864,18.5361,20.0592,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2007,19.9073,19.1488,20.6879,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2008,19.7358,18.9876,20.5057,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2009,20.5947,19.8387,21.3719,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2010,19.0313,18.3098,19.7738,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2011,18.6816,17.9748,19.4089,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2012,19.5776,18.8646,20.3105,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2013,19.2842,18.5866,20.0012,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2014,18.8943,18.2159,19.5915,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2015,19.4779,18.7964,20.1778,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2016,17.7585,17.117,18.4178,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2000,20.6843,19.8919,21.5001,2000-2016,-0.4267,-0.7433,-0.1091,Trend is Falling,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2001,19.4667,18.7005,20.2562,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2002,19.6246,18.8568,20.4156,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2003,20.0123,19.2399,20.8076,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2004,19.8637,19.0968,20.6534,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2005,20.9356,20.1424,21.7519,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2006,19.2864,18.5361,20.0592,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2007,19.9073,19.1488,20.6879,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2008,19.7458,18.9973,20.5161,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2009,20.6155,19.8588,21.3936,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2010,19.0606,18.338,19.8043,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2011,18.7201,18.0119,19.449,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2012,19.6274,18.9127,20.3622,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2013,19.3448,18.645,20.0641,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2014,18.9906,18.3087,19.6913,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2015,19.636,18.9489,20.3415,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2016,18.1512,17.4955,18.825,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2000,3.4798,3.243,3.7294,2000-2016,0.0675,-0.3503,0.487,Stable,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2001,3.5536,3.3142,3.8057,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2002,3.6283,3.3862,3.8832,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2003,3.3387,3.1065,3.5837,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2004,3.419,3.1834,3.6674,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2005,3.2845,3.0504,3.5319,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2006,3.3219,3.0879,3.5689,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2007,3.5584,3.3159,3.8138,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2008,3.5532,3.3112,3.8081,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2009,3.5918,3.3488,3.8479,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2010,3.6821,3.4361,3.9411,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2011,3.4151,3.1782,3.665,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2012,3.414,3.1769,3.6641,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2013,3.6792,3.4327,3.9387,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2014,3.5071,3.2663,3.761,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2015,3.624,3.3789,3.8823,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2016,3.2709,3.0379,3.517,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2000,3.4798,3.243,3.7294,2000-2016,0.2877,-0.1203,0.6974,Stable,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2001,3.5536,3.3142,3.8057,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2002,3.6283,3.3862,3.8832,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2003,3.3387,3.1065,3.5837,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2004,3.419,3.1834,3.6674,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2005,3.2845,3.0504,3.5319,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2006,3.3219,3.0879,3.5689,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2007,3.5584,3.3159,3.8138,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2008,3.5639,3.3212,3.8196,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2009,3.6132,3.3687,3.8707,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2010,3.7142,3.4661,3.9755,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2011,3.4549,3.2152,3.7076,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2012,3.4676,3.2268,3.7216,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2013,3.7456,3.4946,4.0097,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2014,3.5891,3.3427,3.8488,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2015,3.7359,3.4831,4.002,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2016,3.4172,3.1737,3.6742,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2000,3.0359,2.8651,3.2142,2000-2016,-0.1899,-0.596,0.2178,Stable,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2001,2.8014,2.6374,2.9729,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2002,3.0461,2.8746,3.2252,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2003,3.1486,2.9739,3.3308,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2004,2.9569,2.7872,3.1343,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2005,3.0519,2.8773,3.2343,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2006,2.93,2.7609,3.1068,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2007,2.9874,2.8165,3.1659,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2008,3.1033,2.9294,3.2847,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2009,2.951,2.7812,3.1283,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2010,2.9086,2.7402,3.0847,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2011,3.0384,2.866,3.2183,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2012,3.0077,2.8369,3.1861,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2013,3.0578,2.8858,3.2372,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2014,3.0661,2.8951,3.2444,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2015,2.9101,2.7437,3.0839,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2016,2.6818,2.5229,2.848,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2000,3.0359,2.8651,3.2142,2000-2016,0.0248,-0.3515,0.4025,Stable,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2001,2.8014,2.6374,2.9729,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2002,3.0461,2.8746,3.2252,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2003,3.1486,2.9739,3.3308,,,,,,Brain and Other Nervous System
Both Sexes,All Races (includes Hispanic),Ages 15-39,Delay-adjusted Rates,2004,2.9569,2.7872,3.1343,,,,,,Brain and Other Nervous System
