Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2000,10.6945,10.4936,10.8982,2000-2005,-0.188,-0.8358,0.464,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2001,10.6141,10.4156,10.8154,2005-2016,0.9124,0.7327,1.0923,Trend is Rising,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2002,10.6961,10.4987,10.8963,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2003,10.4727,10.2791,10.6691,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2004,10.6046,10.4112,10.8008,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2005,10.3958,10.2039,10.5903,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2006,10.6215,10.4308,10.8148,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2007,10.8601,10.6688,11.054,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2008,10.9483,10.7578,11.1413,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2009,11.19,10.9989,11.3835,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2010,10.9832,10.7958,11.173,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2011,11.1689,10.981,11.3592,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2012,11.1406,10.9548,11.3288,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2013,11.3678,11.1819,11.5561,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2014,11.4379,11.2532,11.625,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2015,11.6383,11.4529,11.8261,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2016,11.6078,11.4233,11.7947,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2000,2.6389,2.5248,2.7568,2000-2016,-0.3928,-0.7731,-0.0111,Trend is Falling,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2001,2.5778,2.4657,2.6937,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2002,2.8336,2.7167,2.9542,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2003,2.5459,2.4355,2.66,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2004,2.6055,2.4941,2.7206,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2005,2.637,2.5239,2.7538,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2006,2.7376,2.6232,2.8556,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2007,2.6151,2.5029,2.7309,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2008,2.6417,2.5287,2.7585,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2009,2.7474,2.6318,2.8667,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2010,2.5838,2.4716,2.6998,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2011,2.6509,2.5366,2.7689,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2012,2.6568,2.5421,2.7752,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2013,2.569,2.4558,2.6861,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2014,2.39,2.2806,2.5033,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2015,2.5196,2.407,2.6361,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Observed Rates,2016,2.4717,2.36,2.5873,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,2.6389,2.5248,2.7568,2000-2016,-0.3033,-0.6715,0.0662,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,2.5778,2.4657,2.6937,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,2.8336,2.7167,2.9542,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,2.5459,2.4355,2.66,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,2.6055,2.4941,2.7206,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2005,2.637,2.5239,2.7538,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2006,2.7376,2.6232,2.8556,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2007,2.6151,2.5029,2.7309,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2008,2.6444,2.5313,2.7613,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2009,2.7529,2.6371,2.8725,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2010,2.5915,2.4789,2.7078,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2011,2.6616,2.5469,2.7801,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2012,2.67,2.5548,2.7891,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2013,2.5845,2.4706,2.7023,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2014,2.411,2.3006,2.5253,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2015,2.5503,2.4363,2.6682,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2016,2.5238,2.4098,2.6418,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2000,24.9685,24.1845,25.7715,2000-2016,0.7524,0.6144,0.8907,Trend is Rising,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2001,24.6125,23.8473,25.3961,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2002,24.5786,23.8284,25.3464,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2003,24.7639,24.025,25.5197,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2004,24.8984,24.1706,25.6425,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2005,24.8929,24.1693,25.6326,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2006,25.3436,24.6327,26.0699,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2007,25.8045,25.0993,26.5245,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2008,26.0583,25.3597,26.7712,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2009,26.4112,25.7192,27.1171,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2010,26.6114,25.9271,27.3093,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2011,26.467,25.7933,27.1537,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2012,26.2264,25.5593,26.9065,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2013,27.0627,26.3909,27.7473,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2014,27.2866,26.6152,27.9708,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2015,27.7316,27.0578,28.4179,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Observed Rates,2016,26.9823,26.3214,27.6557,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2000,24.9685,24.1845,25.7715,2000-2016,0.8641,0.7296,0.9988,Trend is Rising,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2001,24.6125,23.8473,25.3961,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2002,24.5786,23.8284,25.3464,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2003,24.7639,24.025,25.5197,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2004,24.8984,24.1706,25.6425,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2005,24.8929,24.1693,25.6326,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2006,25.3436,24.6327,26.0699,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2007,25.8045,25.0993,26.5245,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2008,26.0877,25.3883,26.8014,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2009,26.4713,25.7777,27.1788,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2010,26.7015,26.0149,27.4017,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2011,26.5873,25.9106,27.2772,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2012,26.3762,25.7053,27.0601,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2013,27.2464,26.5701,27.9356,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2014,27.5538,26.8758,28.2446,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2015,28.1239,27.4405,28.8199,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 50-64,Delay-adjusted Rates,2016,27.6001,26.924,28.2888,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2000,39.8817,38.7782,41.0086,2000-2005,-0.7622,-1.7761,0.2622,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2001,40.0178,38.9159,41.1429,2005-2016,1.2285,0.9438,1.514,Trend is Rising,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2002,39.2424,38.1542,40.3538,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2003,38.9019,37.8227,40.004,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2004,39.445,38.3609,40.5519,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2005,37.6187,36.5541,38.7063,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2006,38.2937,37.2345,39.3753,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2007,40.3364,39.2568,41.4381,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2008,40.4946,39.424,41.5868,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2009,41.2911,40.2185,42.3849,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2010,40.272,39.2236,41.3411,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2011,41.4326,40.3781,42.5075,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2012,41.3737,40.3401,42.4271,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2013,42.5838,41.5493,43.6374,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2014,43.6323,42.6032,44.6799,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2015,43.5581,42.5435,44.5908,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Observed Rates,2016,43.6727,42.6708,44.6922,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2000,39.8817,38.7782,41.0086,2000-2005,-0.8472,-1.8458,0.1617,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2001,40.0178,38.9159,41.1429,2005-2016,1.386,1.1049,1.6678,Trend is Rising,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2002,39.2424,38.1542,40.3538,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2003,38.9019,37.8227,40.004,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2004,39.445,38.3609,40.5519,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2005,37.6187,36.5541,38.7063,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2006,38.2937,37.2345,39.3753,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2007,40.3364,39.2568,41.4381,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2008,40.5301,39.4586,41.6233,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2009,41.3659,40.2914,42.4617,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2010,40.3807,39.3295,41.4527,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2011,41.584,40.5257,42.6629,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2012,41.5627,40.5243,42.6209,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2013,42.8175,41.7774,43.8769,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2014,44.0008,42.9631,45.0573,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2015,44.1125,43.0849,45.1583,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 65+,Delay-adjusted Rates,2016,44.6446,43.6203,45.6867,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2000,0.1129,0.0737,0.1654,2000-2016,0.2385,-1.5678,2.0779,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2001,0.1598,0.1125,0.2203,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2002,0.1365,0.0934,0.1928,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2003,0.1241,0.0831,0.1783,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2004,0.1284,0.0866,0.1835,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2005,0.1769,0.1263,0.241,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2006,0.2102,0.155,0.2788,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2007,0.1599,0.112,0.2213,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2008,0.1731,0.1231,0.2366,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2009,0.1648,0.116,0.227,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2010,0.1466,0.1009,0.2059,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2011,0.1605,0.1124,0.2222,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2012,0.1342,0.0905,0.1915,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2013,0.1747,0.1242,0.2388,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2014,0.1258,0.0836,0.1817,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2015,0.1444,0.0988,0.2038,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Observed Rates,2016,0.1448,0.099,0.2043,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2000,0.1129,0.0737,0.1654,2000-2016,0.3385,-1.4546,2.1641,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2001,0.1598,0.1125,0.2203,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2002,0.1365,0.0934,0.1928,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2003,0.1241,0.0831,0.1783,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2004,0.1284,0.0866,0.1835,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2005,0.1769,0.1263,0.241,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2006,0.2102,0.155,0.2788,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2007,0.1599,0.112,0.2213,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2008,0.1733,0.1232,0.2369,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2009,0.1651,0.1163,0.2275,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2010,0.147,0.1012,0.2065,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2011,0.1612,0.1129,0.223,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2012,0.1349,0.091,0.1925,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2013,0.1759,0.1251,0.2403,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2014,0.1269,0.0843,0.1833,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2015,0.1465,0.1002,0.2066,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages <15,Delay-adjusted Rates,2016,0.148,0.1012,0.2087,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2000,1.4074,1.292,1.5304,2000-2008,1.472,0.1484,2.8131,Trend is Rising,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2001,1.331,1.2184,1.4511,2008-2016,-1.2644,-2.5562,0.0444,Stable,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2002,1.4939,1.374,1.6215,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2003,1.4837,1.3636,1.6115,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2004,1.3526,1.2375,1.4755,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2005,1.4793,1.3575,1.6091,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2006,1.4657,1.3449,1.5943,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2007,1.5457,1.4214,1.6777,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2008,1.5714,1.446,1.7046,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2009,1.5112,1.3876,1.6426,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2010,1.4988,1.376,1.6295,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2011,1.5898,1.4628,1.7247,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2012,1.4529,1.3317,1.5819,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2013,1.4364,1.3165,1.5641,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2014,1.3881,1.2713,1.5124,,,,,,Oral Cavity & Pharynx
Both Sexes,All Races (includes Hispanic),Ages 15-39,Observed Rates,2015,1.4247,1.3071,1.5499,,,,,,Oral Cavity & Pharynx
